list_rank,brand_rank,brand,product_id,handle,title,product_type,category_guess,category_basis,storefront_url,image_count,image_urls,catalogue_file,catalogue_collected_at
140,40,Milani,7057313497264,color-fetish-balm-lipstick-voyeur,Color Fetish Balm Lipstick - Voyeur,,lipstick,lipstick <- 'lipstick' in product_type|title,https://www.milanicosmetics.com/products/color-fetish-balm-lipstick-voyeur,7,https://cdn.shopify.com/s/files/1/1824/2901/products/LLS176_ColorFetishLipstick_160_RGB_300_Product_4fef915b-0da0-4942-8a1e-f32ccc3d84e1.png?v=1646968440|https://cdn.shopify.com/s/files/1/1824/2901/products/LLS176_ColorFetishLipstick_160_RGB_300_Lips2_6b7c6d05-fec4-4fba-ae0b-6dedc927a951.jpg?v=1646968593|https://cdn.shopify.com/s/files/1/1824/2901/products/LLS176_ColorFetishLipstick_160_RGB_300_Lips_2c8d4664-9a5e-49c2-a43a-35b60d0b85e9.jpg?v=1646968593|https://cdn.shopify.com/s/files/1/1824/2901/products/ColorFetishBalmLipstick_Demille_LipSwatch_VOYEUR_PDP_1dfae5bc-bc01-4877-83e7-f2f0cd93a740.jpg?v=1646968593|https://cdn.shopify.com/s/files/1/1824/2901/products/ColorFetish_160_VOYEUR_0fbe7a6e-a968-4199-919d-f8e174e55411.png?v=1646968593|https://cdn.shopify.com/s/files/1/1824/2901/products/LLS176_ColorFetishLipstick_160_RGB_300_Product_Closed_dd9f5013-f39c-41d0-b7e2-2f3711e6920a.png?v=1646968593|https://cdn.shopify.com/s/files/1/1824/2901/products/LLS176_ColorFetishLipstick_160_RGB_300_Product_Open_d24e24e1-c266-4f69-96e4-f0e52abce43f.png?v=1646968593,shopify_milani.json,2026-08-21T20:14:28.836431+00:00
141,41,Milani,7266761408688,copy-of-fruit-fetish-lip-oils,Fruit Fetish Lip Oils - Passionfruit Coconut,,lip_gloss,lip_gloss <- 'lip oil' in product_type|title,https://www.milanicosmetics.com/products/copy-of-fruit-fetish-lip-oils,7,https://cdn.shopify.com/s/files/1/1824/2901/products/LOI175_FRUIT-FETISH-LIP-OIL_110_PDP_1_819cfa84-8a85-4e78-a595-9cb2a02d73a9.png?v=1673546826|https://cdn.shopify.com/s/files/1/1824/2901/products/FruitFetish_LipOils_110_PassionCoconut_PDP_Safai_Lipswatch_19d0d898-5d7d-47fc-ac0f-1c1ab13f4f4b.png?v=1673546826|https://cdn.shopify.com/s/files/1/1824/2901/products/LOI175_FRUIT-FETISH-LIP-OIL_110_PDP_4_76e05967-6a66-4683-b75e-528e9a8e32e1.png?v=1673546826|https://cdn.shopify.com/s/files/1/1824/2901/products/LOI175_FRUIT-FETISH-LIP-OIL_110_PDP_1_1_60f6b327-2b1c-4b94-8c03-83fdc9b48490.png?v=1673546826|https://cdn.shopify.com/s/files/1/1824/2901/products/LOI175_FRUIT-FETISH-LIP-OIL_110_PDP_2_cee3b077-660c-4fd2-b6a3-ebe745550dfb.png?v=1673546826|https://cdn.shopify.com/s/files/1/1824/2901/products/LOI175_FRUIT-FETISH-LIP-OIL_110_PDP_3_c49379a1-94f4-44c8-95ae-905d85052435.png?v=1673546826|https://cdn.shopify.com/s/files/1/1824/2901/products/FruitFetish_LipOil_PDP_Video_Thumbnail_PassionFruitCoconut_0a9159b3-6efc-474a-9780-c9e70d8eea1e.png?v=1673546829,shopify_milani.json,2026-08-21T20:14:28.836431+00:00
142,42,Milani,4294219956318,make-it-last-setting-spray-jumbo-size,Make It Last Original - Natural Finish Setting Spray Jumbo Size,,setting_spray,setting_spray <- 'setting spray' in product_type|title,https://www.milanicosmetics.com/products/make-it-last-setting-spray-jumbo-size,9,https://cdn.shopify.com/s/files/1/1824/2901/files/1_MakeItLast_JumboSettingSpray_01_PDP_PoductWithSwatch_1.png?v=1717008875|https://cdn.shopify.com/s/files/1/1824/2901/files/1_MakeItLast_JumboSettingSpray_01_PDP_PoductWithSwatch_Seal_2.png?v=1717008875|https://cdn.shopify.com/s/files/1/1824/2901/files/2.1_PDP_video_MILsettingspray_jumbo_4x5_THUMBNAIL.png?v=1717008875|https://cdn.shopify.com/s/files/1/1824/2901/files/3_MakeItLastSettingSprayJumbo_PDP_Stylized.png?v=1717008875|https://cdn.shopify.com/s/files/1/1824/2901/files/4_MakeItLastSettingSpray_PDP_BA-Quad_f0394c27-dda2-4f2b-b824-3808b5e3c5cd.png?v=1717008875|https://cdn.shopify.com/s/files/1/1824/2901/files/6_MakeItLastSettingSprayJumbo_PDP_Infographic.png?v=1717008875|https://cdn.shopify.com/s/files/1/1824/2901/files/6_MakeItLastSettingSprayJumbo_PDP_Infographic_V2.png?v=1717008875|https://cdn.shopify.com/s/files/1/1824/2901/files/7_MakeItLast_JumboSettingSpray_01_PDP_OpenPoduct.png?v=1717008875,shopify_milani.json,2026-08-21T20:14:28.836431+00:00
143,43,Milani,4545713766494,weekend-brow-eyebrow-tint,Weekend Brow Eyebrow Tint,,brow,brow <- 'brow' in product_type|title,https://www.milanicosmetics.com/products/weekend-brow-eyebrow-tint,22,https://cdn.shopify.com/s/files/1/1824/2901/files/1_WeekendBrow_120_PDP_PoductWithSwatch.png?v=1688163223|https://cdn.shopify.com/s/files/1/1824/2901/files/2.1_PDP_video_weekendbrow_4x5_THUMBNAIL.png?v=1688602673|https://cdn.shopify.com/s/files/1/1824/2901/files/3_WeekendBrowBrowTint_PDP_Stylized.png?v=1688602673|https://cdn.shopify.com/s/files/1/1824/2901/files/4_WeekendBrowBrowTint_PDP_BA-Quad.png?v=1688602673|https://cdn.shopify.com/s/files/1/1824/2901/files/5_WeekendBrowBrowTint_PDP_PaperSwatch.png?v=1688602673|https://cdn.shopify.com/s/files/1/1824/2901/files/6_WeekendBrowBrowTint_PDP_Infographic_39c6aba7-e584-408f-908f-b581621f2ac9.jpg?v=1721409549|https://cdn.shopify.com/s/files/1/1824/2901/files/7_WeekendBrow_120_PDP_OpenPoduct.png?v=1721409560|https://cdn.shopify.com/s/files/1/1824/2901/files/8_WeekendBrow_120_PDP_Packaging.png?v=1721409560,shopify_milani.json,2026-08-21T20:14:28.836431+00:00
144,44,Milani,7088605921456,erase-base-blemish-control-primer,Erase Base Blemish Control Primer,,primer,primer <- 'primer' in product_type|title,https://www.milanicosmetics.com/products/erase-base-blemish-control-primer,7,https://cdn.shopify.com/s/files/1/1824/2901/files/1_EraseBase_Primer_160_PDP_PoductWithSwatch.png?v=1687831396|https://cdn.shopify.com/s/files/1/1824/2901/files/2.1_PDP_video_primer-erasebase_4x5_THUMBNAIL_1.png?v=1688576619|https://cdn.shopify.com/s/files/1/1824/2901/files/3_EraseBaseBlemishControlPrimer_PDP_Stylized.png?v=1688576619|https://cdn.shopify.com/s/files/1/1824/2901/files/5_EraseBaseBlemishControlPrimer_PDP_PaperSwatch.png?v=1688576619|https://cdn.shopify.com/s/files/1/1824/2901/files/6_EraseBaseBlemishControlPrimer_PDP_Infographic.png?v=1688576619|https://cdn.shopify.com/s/files/1/1824/2901/files/8_EraseBase_Primer_160_PDP_Packaging.png?v=1688576619|https://cdn.shopify.com/s/files/1/1824/2901/products/EraseBase_PDP_Product.png?v=1688576619,shopify_milani.json,2026-08-21T20:14:28.836431+00:00
145,45,Milani,7601847763120,conceal-perfect-sun-kissed-liquid-bronzing-drops,Conceal + Perfect Sun Kissed Liquid Bronzing Drops,,bronzer,bronzer <- 'bronzing' in product_type|title,https://www.milanicosmetics.com/products/conceal-perfect-sun-kissed-liquid-bronzing-drops,28,https://cdn.shopify.com/s/files/1/1824/2901/files/1_Conceal_Perfect_BronzingDrops_110_PDP_PoductWithSwatch.png?v=1717798407|https://cdn.shopify.com/s/files/1/1824/2901/files/2.1_PDP_C_P-BRONZEDROPS_VIDEO_4X5_THUMBNAIL_copy.png?v=1717798903|https://cdn.shopify.com/s/files/1/1824/2901/files/3_BronzingDrops_PDP_Stylized_Product.png?v=1717803661|https://cdn.shopify.com/s/files/1/1824/2901/files/4_BronzingDrops_PDP_BA-Quad_110.png?v=1717804386|https://cdn.shopify.com/s/files/1/1824/2901/files/3_BronzingDrops_PDP_Stylized_Model-110.png?v=1717803727|https://cdn.shopify.com/s/files/1/1824/2901/files/5_BronzingDrops_PDP_Arm.png?v=1717803661|https://cdn.shopify.com/s/files/1/1824/2901/files/6_BronzingDrops_PDP_Infographic_Ways-to-glow.png?v=1717803549|https://cdn.shopify.com/s/files/1/1824/2901/files/6_BronzingDrops_PDP_Infographic_Ingredients.png?v=1717803549,shopify_milani.json,2026-08-21T20:14:28.836431+00:00
146,46,Milani,10460022607,strobelight-instant-glow-powder,Strobelight Instant Glow Powder Highlighter,,highlighter,highlighter <- 'strobe' in product_type|title,https://www.milanicosmetics.com/products/strobelight-instant-glow-powder,21,https://cdn.shopify.com/s/files/1/1824/2901/files/1_StrobeLight_01_PDP_PoductWithSwatch.png?v=1688667661|https://cdn.shopify.com/s/files/1/1824/2901/files/3_StrobelightInstantGlowPowderHighlighter_PDP_Stylized.png?v=1773260744|https://cdn.shopify.com/s/files/1/1824/2901/files/5_StrobelightInstantGlowPowderHighlighter_PDP_Arm.png?v=1773260744|https://cdn.shopify.com/s/files/1/1824/2901/files/6_StrobelightInstantGlowPowderHighlighter_PDP_Infographic.png?v=1773260744|https://cdn.shopify.com/s/files/1/1824/2901/files/7_StrobeLight_01_PDP_OpenPoduct.png?v=1773260744|https://cdn.shopify.com/s/files/1/1824/2901/files/8_Stroblight_01_PDP_Packaging.png?v=1773260744|https://cdn.shopify.com/s/files/1/1824/2901/files/10_StrobeLight_01_PDP_ClosedPoduct.png?v=1773260744|https://cdn.shopify.com/s/files/1/1824/2901/files/1_StrobeLight_03_PDP_PoductWithSwatch.png?v=1773260744,shopify_milani.json,2026-08-21T20:14:28.836431+00:00
147,47,Milani,7390394417328,highly-rated-anti-gravity-mascara-waterproof,Highly Rated Anti-Gravity Waterproof Mascara,,mascara,mascara <- 'mascara' in product_type|title,https://www.milanicosmetics.com/products/highly-rated-anti-gravity-mascara-waterproof,8,https://cdn.shopify.com/s/files/1/1824/2901/files/1_HighlyRated_AntiGravity_120_PDP_ProductWithSwatch.png?v=1705001069|https://cdn.shopify.com/s/files/1/1824/2901/files/Untitled-11.png?v=1705708400|https://cdn.shopify.com/s/files/1/1824/2901/files/3_HighlyRated_WaterproofMascara_PDP_Stylized.png?v=1705708400|https://cdn.shopify.com/s/files/1/1824/2901/files/4_HighlyRated_WaterproofMascara_PDP_BA-Quad.png?v=1705708400|https://cdn.shopify.com/s/files/1/1824/2901/files/6_HighlyRated_WaterproofMascara_PDP_Infographic.png?v=1706052873|https://cdn.shopify.com/s/files/1/1824/2901/files/7_HighlyRated_AntiGravity_120_PDP_OpenProduct.png?v=1706052873|https://cdn.shopify.com/s/files/1/1824/2901/files/8_HighlyRated_AntiGravity_120_PDP_Packaging_Front.png?v=1706052873|https://cdn.shopify.com/s/files/1/1824/2901/files/10_HighlyRated_AntiGravity_120_PDP_ClosedProduct.png?v=1706052873,shopify_milani.json,2026-08-21T20:14:28.836431+00:00
148,48,Milani,4343252320350,understatment-lipliners,Understatement Lipliner,,lip_liner,lip_liner <- 'lipliner' in product_type|title,https://www.milanicosmetics.com/products/understatment-lipliners,68,https://cdn.shopify.com/s/files/1/1824/2901/files/1_Understatement_Lipliner_110_PDP_PoductWithSwatch.png?v=1688157450|https://cdn.shopify.com/s/files/1/1824/2901/files/2.1_PDP_video_understatement-lipliner_4x5_THUMBNAIL.jpg?v=1688602028|https://cdn.shopify.com/s/files/1/1824/2901/files/3_UnderstatementLipLiner_PDP_Stylized.png?v=1688602028|https://cdn.shopify.com/s/files/1/1824/2901/files/4_UnderstatementLipLiner_PDP_Quad_110-NUDE-ENTRANCE.png?v=1688602028|https://cdn.shopify.com/s/files/1/1824/2901/files/5_UnderstatementLipLiner_PDP_PaperSwatch.png?v=1688602028|https://cdn.shopify.com/s/files/1/1824/2901/files/6_UnderstatementLipLiner_PDP_Infographic.jpg?v=1721415599|https://cdn.shopify.com/s/files/1/1824/2901/files/7_Understatement_Lipliner_110_PDP_OpenPoduct.png?v=1721415665|https://cdn.shopify.com/s/files/1/1824/2901/files/8_Understatement_Lipliner_110_PDP_packaging.png?v=1721415665,shopify_milani.json,2026-08-21T20:14:28.836431+00:00
149,49,Milani,55849058319,color-statement-matte-lipstick,Color Statement Matte Lipstick,,lipstick,lipstick <- 'lipstick' in product_type|title,https://www.milanicosmetics.com/products/color-statement-matte-lipstick,86,https://cdn.shopify.com/s/files/1/1824/2901/files/2.1_PDP_video_colorstatementlipstick-original_matte_4x5_THUMBNAIL_7600a5e3-7c20-4341-976b-d5d4fb3abca6.png?v=1688575035|https://cdn.shopify.com/s/files/1/1824/2901/files/1_ColorStatement_MatteLipstick_77_PDP_ProductWithSwatch.png?v=1688575035|https://cdn.shopify.com/s/files/1/1824/2901/files/1_ColorStatement_MatteLipstick_80_PDP_ProductWithSwatch.png?v=1688575035|https://cdn.shopify.com/s/files/1/1824/2901/files/1_ColorStatement_MatteLipstick_67_PDP_ProductWithSwatch.png?v=1688575035|https://cdn.shopify.com/s/files/1/1824/2901/files/1_ColorStatement_MatteLipstick_69_PDP_ProductWithSwatch.png?v=1688575035|https://cdn.shopify.com/s/files/1/1824/2901/products/1_ColorStatement_MatteLipstick_61_PDP_ProductWithSwatch.png?v=1688575035|https://cdn.shopify.com/s/files/1/1824/2901/products/1_ColorStatement_MatteLipstick_65_PDP_ProductWithSwatch.png?v=1688575035|https://cdn.shopify.com/s/files/1/1824/2901/products/1_ColorStatement_MatteLipstick_67_PDP_ProductWithSwatch.png?v=1688575035,shopify_milani.json,2026-08-21T20:14:28.836431+00:00
150,50,Milani,6662799032496,highly-rated-diamond-lip-gloss,Highly Rated Diamond Lip Gloss,,lip_gloss,lip_gloss <- 'lip gloss' in product_type|title,https://www.milanicosmetics.com/products/highly-rated-diamond-lip-gloss,8,https://cdn.shopify.com/s/files/1/1824/2901/files/1_HighlyRated_DiamondGloss_100_PDP_PoductWithSwatch.png?v=1687832923|https://cdn.shopify.com/s/files/1/1824/2901/files/2.1_PDP_video_diamondgloss_4x5_THUMBNAIL.jpg?v=1688580066|https://cdn.shopify.com/s/files/1/1824/2901/files/4_HighlyRatedDiamondLipGloss_PDP_BA_436e9788-97c5-48bf-b8d5-fbf10bda70e4.png?v=1742337506|https://cdn.shopify.com/s/files/1/1824/2901/files/3_HighlyRatedDiamondLipGloss_PDP_Stylized.png?v=1742337506|https://cdn.shopify.com/s/files/1/1824/2901/files/6_HighlyRatedDiamondLipGloss_PDP_Infographic_862034c1-5223-4c5a-ae43-38b45e6beff5.png?v=1742337506|https://cdn.shopify.com/s/files/1/1824/2901/files/7_HighlyRated_DiamondGloss_100_PDP_OpenPoduct.png?v=1742337506|https://cdn.shopify.com/s/files/1/1824/2901/files/8_HighlyRated_DiamondGloss_100_PDP_Packaging.png?v=1742337506|https://cdn.shopify.com/s/files/1/1824/2901/files/10_HighlyRated_DiamondGloss_100_PDP_ClosedPoduct.png?v=1742337506,shopify_milani.json,2026-08-21T20:14:28.836431+00:00
151,1,Physicians Formula,10034490966325,mineral-wear-diamond-perfector-color-correcting-primer,Mineral Wear® Diamond Perfector™ Color-Correcting Primer,Face Primers,primer,primer <- 'primer' in product_type|title,https://www.physiciansformula.com/products/mineral-wear-diamond-perfector-color-correcting-primer,3,https://cdn.shopify.com/s/files/1/0932/3547/8837/files/nhenx1l7aklx1hl5gcmg.jpg?v=1742575948|https://cdn.shopify.com/s/files/1/0932/3547/8837/files/t51e2rzhskj0na1x73za.jpg?v=1742575949|https://cdn.shopify.com/s/files/1/0932/3547/8837/files/on4fb3vhbkydmiojlwp9.jpg?v=1742575949,shopify_physicians_formula.json,2026-08-21T20:14:41.077411+00:00
152,2,Physicians Formula,10034455347509,powder-paletter-multi-colored-face-powder-buff,Powder Palette® Multi-Colored Face Powder | Buff,Face Powder,pressed_powder,pressed_powder <- 'face powder' in product_type|title,https://www.physiciansformula.com/products/powder-paletter-multi-colored-face-powder-buff,3,https://cdn.shopify.com/s/files/1/0932/3547/8837/files/2715-Front.jpg?v=1742572864|https://cdn.shopify.com/s/files/1/0932/3547/8837/files/2715-Open.jpg?v=1742572864|https://cdn.shopify.com/s/files/1/0932/3547/8837/files/2715-Swatch.jpg?v=1742572864,shopify_physicians_formula.json,2026-08-21T20:14:41.077411+00:00
153,3,Physicians Formula,10034476745013,butter-blowout-mascara-black,Butter Blowout Mascara,Mascaras,mascara,mascara <- 'mascara' in product_type|title,https://www.physiciansformula.com/products/butter-blowout-mascara-black,4,https://cdn.shopify.com/s/files/1/0932/3547/8837/files/1711769_murumurubutterbutterblowoutmascara_front.png?v=1742574407|https://cdn.shopify.com/s/files/1/0932/3547/8837/files/1711769_murumurubutterbutterblowoutmascara_open.png?v=1742574407|https://cdn.shopify.com/s/files/1/0932/3547/8837/files/1711769_butter_blowout_mascara_swatch.png?v=1742574407|https://cdn.shopify.com/s/files/1/0932/3547/8837/files/1711769_4.jpg?v=1742574407,shopify_physicians_formula.json,2026-08-21T20:14:41.077411+00:00
154,4,Physicians Formula,10034469470517,rose-all-play-eyeshadow-bouquet,Rosé All Play Eyeshadow Bouquet,Eye Shadows,eyeshadow_single,eyeshadow_single <- 'eye shadow' in product_type|title,https://www.physiciansformula.com/products/rose-all-play-eyeshadow-bouquet,6,https://cdn.shopify.com/s/files/1/0932/3547/8837/files/1711516.jpg?v=1742574012|https://cdn.shopify.com/s/files/1/0932/3547/8837/files/1711516_2.jpg?v=1742574012|https://cdn.shopify.com/s/files/1/0932/3547/8837/files/Rose-All-Play-Eyeshadow-Bouquet-Swatches.jpg?v=1742574012|https://cdn.shopify.com/s/files/1/0932/3547/8837/files/1711516_11.jpg?v=1742574012|https://cdn.shopify.com/s/files/1/0932/3547/8837/files/Rose-All-Play-Eyeshadow-Bouquet-Model-Eye.jpg?v=1742574012|https://cdn.shopify.com/s/files/1/0932/3547/8837/files/1711516_6_1.jpg?v=1742574012,shopify_physicians_formula.json,2026-08-21T20:14:41.077411+00:00
155,5,Physicians Formula,10034460786997,butter-highlighter-champagne,Murumuru Butter Highlighter | Champagne,Highlighters & Luminizers,highlighter,highlighter <- 'highlight' in product_type|title,https://www.physiciansformula.com/products/butter-highlighter-champagne,3,https://cdn.shopify.com/s/files/1/0932/3547/8837/files/pf10575_case_closed_2020_f8032ae2-df80-4f60-8a75-65f7ddf59b6b.jpg?v=1742573225|https://cdn.shopify.com/s/files/1/0932/3547/8837/files/pf10575_2_1_3f7725a7-426b-47e2-b2c2-561e95f9ac40.jpg?v=1742573225|https://cdn.shopify.com/s/files/1/0932/3547/8837/files/pf10575_5.jpg?v=1742573225,shopify_physicians_formula.json,2026-08-21T20:14:41.077411+00:00
156,6,Physicians Formula,10034488148277,butter-glow-corrector-lavender,Butter Glow Corrector | Lavender,Foundations & Concealers,concealer,concealer <- 'concealer' in product_type|title,https://www.physiciansformula.com/products/butter-glow-corrector-lavender,5,https://cdn.shopify.com/s/files/1/0932/3547/8837/files/HFZSWgwg.png?v=1742575635|https://cdn.shopify.com/s/files/1/0932/3547/8837/files/1qzaBMAw.png?v=1742575635|https://cdn.shopify.com/s/files/1/0932/3547/8837/files/kDqIriGg.png?v=1742575635|https://cdn.shopify.com/s/files/1/0932/3547/8837/files/1741097-Butter-Glow-Corrector-Open-Sponge-Lavender.jpg?v=1742575635|https://cdn.shopify.com/s/files/1/0932/3547/8837/files/1741097-Butter-Glow-Corrector-Open-Applicator-Lavender.jpg?v=1742575635,shopify_physicians_formula.json,2026-08-21T20:14:41.077411+00:00
157,7,Physicians Formula,10034463277365,murumuru-butter-eyeshadow-palette-tropical-days,Murumuru Butter Eyeshadow Palette | Tropical Days,Eye Shadows,eyeshadow_palette,eyeshadow_palette <- 'eyeshadow palette' in product_type|title,https://www.physiciansformula.com/products/murumuru-butter-eyeshadow-palette-tropical-days,3,https://cdn.shopify.com/s/files/1/0932/3547/8837/files/pf10961_2_1_60964e56-25cb-4f55-a606-b98280f08fe7.jpg?v=1742573482|https://cdn.shopify.com/s/files/1/0932/3547/8837/files/pf10961_3.jpg?v=1742573482|https://cdn.shopify.com/s/files/1/0932/3547/8837/files/pf10961_3_1_1.jpg?v=1742573482,shopify_physicians_formula.json,2026-08-21T20:14:41.077411+00:00
158,8,Physicians Formula,10034463539509,rose-all-stay-illuminating-setting-spray,Rosé All Stay Illuminating Setting Spray,Makeup Finishing Sprays,setting_spray,setting_spray <- 'finishing spray' in product_type|title,https://www.physiciansformula.com/products/rose-all-stay-illuminating-setting-spray,2,https://cdn.shopify.com/s/files/1/0932/3547/8837/files/pf11043.jpg?v=1742573507|https://cdn.shopify.com/s/files/1/0932/3547/8837/files/pf11043_3.jpg?v=1742573507,shopify_physicians_formula.json,2026-08-21T20:14:41.077411+00:00
159,9,Physicians Formula,10034454561077,magic-mosaicr-multi-colored-custom-pressed-powder-warm-beige-light-bronzer,Magic Mosaic® Multi-Colored Custom Pressed Powder | Warm Beige/Light Bronzer,Face Powder,bronzer,bronzer <- 'bronzer' in product_type|title,https://www.physiciansformula.com/products/magic-mosaicr-multi-colored-custom-pressed-powder-warm-beige-light-bronzer,4,https://cdn.shopify.com/s/files/1/0932/3547/8837/files/02459_53f7c67f-1fa6-4c84-8abb-8afe61977f4b.jpg?v=1742572829|https://cdn.shopify.com/s/files/1/0932/3547/8837/files/2459_Case_Open.jpg?v=1742572829|https://cdn.shopify.com/s/files/1/0932/3547/8837/files/3845_1.jpg?v=1742572829|https://cdn.shopify.com/s/files/1/0932/3547/8837/files/2459-Swatch.jpg?v=1742572829,shopify_physicians_formula.json,2026-08-21T20:14:41.077411+00:00
160,10,Physicians Formula,10034485035317,murumuru-butter-lip-brazilian-berry,Butter Tinted Lip Conditioner  | Brazilian Berry,Lip Balms,lipstick,lipstick <- 'lip balm' in product_type|title,https://www.physiciansformula.com/products/murumuru-butter-lip-brazilian-berry,5,https://cdn.shopify.com/s/files/1/0932/3547/8837/files/ks1ZTCYQ.jpg?v=1742575343|https://cdn.shopify.com/s/files/1/0932/3547/8837/files/XHnI1tng.jpg?v=1742575343|https://cdn.shopify.com/s/files/1/0932/3547/8837/files/1741099-Murumuru-Butter-Lip-Open-Brazilian-Berry.jpg?v=1742575343|https://cdn.shopify.com/s/files/1/0932/3547/8837/files/4pZAqV-g.jpg?v=1742575343|https://cdn.shopify.com/s/files/1/0932/3547/8837/files/f21TSJhQ.jpg?v=1742575343,shopify_physicians_formula.json,2026-08-21T20:14:41.077411+00:00
161,11,Physicians Formula,10034457182517,mineral-wear-talc-free-mineral-face-powder-translucent,Mineral Wear® Talc-Free Mineral Face Powder | Translucent,Face Powder,setting_powder,setting_powder <- 'translucent' in product_type|title,https://www.physiciansformula.com/products/mineral-wear-talc-free-mineral-face-powder-translucent,3,https://cdn.shopify.com/s/files/1/0932/3547/8837/files/03835.jpg?v=1742573056|https://cdn.shopify.com/s/files/1/0932/3547/8837/files/3835_Sw.jpg?v=1742573056|https://cdn.shopify.com/s/files/1/0932/3547/8837/files/3835_1.jpg?v=1742573056,shopify_physicians_formula.json,2026-08-21T20:14:41.077411+00:00
